timestamp,temperature.gpu,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.total [MiB],power.draw [W],fan.speed [%],clocks.current.sm [MHz],clocks.current.memory [MHz]
2026/07/04 19:12:25.511,58.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.91 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:26.511,58.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.86 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:27.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.93 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:28.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.98 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:29.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.95 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:30.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.9 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:31.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.86 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:32.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.89 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:33.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.92 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:34.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.86 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:35.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.97 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:36.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.93 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:37.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.88 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:38.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.93 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:39.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.96 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:40.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.94 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:41.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.94 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:42.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.93 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:43.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.97 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:44.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.95 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:45.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.96 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:46.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.07 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:47.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.92 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:48.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.93 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:49.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.99 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:50.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.93 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:51.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.95 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:52.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.97 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:53.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.02 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:54.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.99 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:55.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.96 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:56.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.99 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:57.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.99 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:12:58.511,59.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,40.96 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:12:59.511,59.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.98 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:00.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.05 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:01.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.01 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:02.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.99 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:03.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.01 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:04.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.03 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:05.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,40.97 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:06.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.17 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:07.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.0 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:08.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.0 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:09.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.09 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:10.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.01 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:11.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.04 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:12.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.03 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:13.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:14.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.06 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:15.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:16.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.12 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:17.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.06 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:18.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:19.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.01 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:20.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.01 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:21.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.09 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:22.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.06 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:23.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.13 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:24.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.07 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:25.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:26.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.06 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:27.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.05 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:28.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.04 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:29.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.02 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:30.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:31.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.07 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:32.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:33.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:34.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.04 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:35.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:36.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.09 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:37.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:38.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:39.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.07 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:40.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:41.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.06 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:42.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.04 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:43.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:44.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:45.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.05 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:13:46.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.19 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:47.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:48.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.09 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:49.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.06 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:50.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.13 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:51.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:52.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:53.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:54.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:55.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.15 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:56.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:57.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:58.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:13:59.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:00.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:01.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.07 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:02.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.04 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:03.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.12 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:04.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:05.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.09 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:06.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:07.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.08 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:08.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:09.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.15 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:10.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:11.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.15 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:12.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:13.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.13 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:14.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:15.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.13 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:16.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.16 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:17.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.19 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:18.511,60.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.11 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:19.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.14 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:20.511,61.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.1 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:21.511,61.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.15 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:22.511,61.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.15 W,[N/A],2655.0 MHz,12001.0 MHz
2026/07/04 19:14:23.511,61.0,100.0 %,5.0 %,1334.0 MiB,8151.0 MiB,41.15 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:24.511,60.0,100.0 %,6.0 %,1334.0 MiB,8151.0 MiB,41.18 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:25.511,61.0,100.0 %,6.0 %,2264.0 MiB,8151.0 MiB,41.09 W,[N/A],2647.0 MHz,12001.0 MHz
2026/07/04 19:14:26.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.1 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:27.511,60.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.06 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:28.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.96 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:29.511,60.0,100.0 %,11.0 %,2574.0 MiB,8151.0 MiB,43.96 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:30.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.0 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:31.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.19 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:32.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.99 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:33.511,61.0,100.0 %,11.0 %,2574.0 MiB,8151.0 MiB,44.42 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:34.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.03 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:35.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.42 W,[N/A],2587.0 MHz,12001.0 MHz
2026/07/04 19:14:36.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.01 W,[N/A],2625.0 MHz,12001.0 MHz
2026/07/04 19:14:37.511,61.0,100.0 %,11.0 %,2574.0 MiB,8151.0 MiB,44.38 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:38.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.05 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:39.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.14 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:40.511,61.0,100.0 %,11.0 %,2574.0 MiB,8151.0 MiB,44.09 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:41.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.42 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:42.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.01 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:43.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.19 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:44.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.96 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:45.511,61.0,100.0 %,11.0 %,2574.0 MiB,8151.0 MiB,44.43 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:46.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.01 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:47.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.46 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:48.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.92 W,[N/A],2625.0 MHz,12001.0 MHz
2026/07/04 19:14:49.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.4 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:50.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.92 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:51.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,44.51 W,[N/A],2572.0 MHz,12001.0 MHz
2026/07/04 19:14:52.511,61.0,100.0 %,11.0 %,2574.0 MiB,8151.0 MiB,44.05 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:53.511,61.0,100.0 %,8.0 %,2574.0 MiB,8151.0 MiB,44.4 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:54.511,61.0,100.0 %,12.0 %,2574.0 MiB,8151.0 MiB,43.97 W,[N/A],2617.0 MHz,12001.0 MHz
2026/07/04 19:14:55.511,61.0,100.0 %,8.0 %,2574.0 MiB,8151.0 MiB,44.42 W,[N/A],2580.0 MHz,12001.0 MHz
2026/07/04 19:14:56.511,57.0,100.0 %,12.0 %,2.0 MiB,8151.0 MiB,38.57 W,[N/A],2280.0 MHz,12001.0 MHz
2026/07/04 19:14:57.511,56.0,0.0 %,0.0 %,2.0 MiB,8151.0 MiB,10.92 W,[N/A],2085.0 MHz,11001.0 MHz
2026/07/04 19:14:58.511,56.0,0.0 %,0.0 %,2.0 MiB,8151.0 MiB,10.84 W,[N/A],2085.0 MHz,11001.0 MHz
2026/07/04 19:14:59.511,55.0,0.0 %,0.0 %,2.0 MiB,8151.0 MiB,8.96 W,[N/A],180.0 MHz,9001.0 MHz
2026/07/04 19:15:00.511,55.0,0.0 %,0.0 %,2.0 MiB,8151.0 MiB,7.47 W,[N/A],180.0 MHz,9001.0 MHz
