timestamp, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], fan.speed [%], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/07/04 19:12:41.643, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.94 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:42.644, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.93 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:43.644, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.97 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:44.645, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.95 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:45.646, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.96 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:46.646, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.07 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:47.647, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.92 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:48.647, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.93 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:49.648, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.99 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:50.648, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.93 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:51.650, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.95 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:52.651, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.97 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:53.651, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.02 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:54.652, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.99 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:55.653, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.96 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:56.654, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.99 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:57.655, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.99 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:12:58.656, 59, 100 %, 5 %, 1334 MiB, 8151 MiB, 40.96 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:12:59.661, 59, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.98 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:00.661, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.05 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:01.662, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.01 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:02.662, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.99 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:03.663, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.01 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:04.663, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.03 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:05.664, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 40.97 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:06.664, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.17 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:07.665, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.00 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:08.665, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.00 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:09.666, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.09 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:10.667, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.01 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:11.668, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.04 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:12.669, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.03 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:13.670, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:14.670, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.06 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:15.671, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:16.672, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.12 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:17.673, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.06 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:18.674, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:19.675, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.01 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:20.676, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.01 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:21.677, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.09 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:22.678, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.06 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:23.681, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.13 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:24.681, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.07 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:25.682, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:26.682, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.06 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:27.683, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.05 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:28.683, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.04 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:29.684, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.02 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:30.685, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:31.686, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.07 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:32.687, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:33.687, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:34.688, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.04 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:35.689, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:36.690, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.09 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:37.691, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:38.692, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:39.693, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.07 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:40.694, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:41.695, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.06 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:42.695, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.04 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:43.697, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:44.698, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:45.698, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.05 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:13:46.700, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.19 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:47.702, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:48.703, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.09 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:49.703, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.06 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:50.704, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.13 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:51.704, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:52.705, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:53.706, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:54.707, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:55.707, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.15 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:56.708, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:57.709, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:58.710, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:13:59.711, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:00.712, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:01.712, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.07 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:02.714, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.04 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:03.714, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.12 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:04.716, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:05.716, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.09 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:06.717, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:07.718, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.08 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:08.719, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:09.720, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.15 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:10.721, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:11.724, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.15 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:12.724, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:13.725, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.13 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:14.725, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:15.726, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.13 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:16.726, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.16 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:17.727, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.19 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:18.728, 60, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.11 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:19.729, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.14 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:20.730, 61, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.10 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:21.731, 61, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.15 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:22.731, 61, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.15 W, [N/A], 2655 MHz, 12001 MHz
2026/07/04 19:14:23.732, 61, 100 %, 5 %, 1334 MiB, 8151 MiB, 41.15 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:24.733, 60, 100 %, 6 %, 1334 MiB, 8151 MiB, 41.18 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:25.734, 61, 100 %, 6 %, 2264 MiB, 8151 MiB, 41.09 W, [N/A], 2647 MHz, 12001 MHz
2026/07/04 19:14:26.735, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.10 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:27.736, 60, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.06 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:28.737, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.96 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:29.738, 60, 100 %, 11 %, 2574 MiB, 8151 MiB, 43.96 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:30.738, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.00 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:31.740, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.19 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:32.741, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.99 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:33.741, 61, 100 %, 11 %, 2574 MiB, 8151 MiB, 44.42 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:34.742, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.03 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:35.744, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.42 W, [N/A], 2587 MHz, 12001 MHz
2026/07/04 19:14:36.745, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.01 W, [N/A], 2625 MHz, 12001 MHz
2026/07/04 19:14:37.746, 61, 100 %, 11 %, 2574 MiB, 8151 MiB, 44.38 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:38.746, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.05 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:39.747, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.14 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:40.748, 61, 100 %, 11 %, 2574 MiB, 8151 MiB, 44.09 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:41.748, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.42 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:42.749, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.01 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:43.750, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.19 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:44.751, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.96 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:45.752, 61, 100 %, 11 %, 2574 MiB, 8151 MiB, 44.43 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:46.752, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.01 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:47.753, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.46 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:48.755, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.92 W, [N/A], 2625 MHz, 12001 MHz
2026/07/04 19:14:49.755, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.40 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:50.756, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.92 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:51.757, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 44.51 W, [N/A], 2572 MHz, 12001 MHz
2026/07/04 19:14:52.757, 61, 100 %, 11 %, 2574 MiB, 8151 MiB, 44.05 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:53.759, 61, 100 %, 8 %, 2574 MiB, 8151 MiB, 44.40 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:54.760, 61, 100 %, 12 %, 2574 MiB, 8151 MiB, 43.97 W, [N/A], 2617 MHz, 12001 MHz
2026/07/04 19:14:55.761, 61, 100 %, 8 %, 2574 MiB, 8151 MiB, 44.42 W, [N/A], 2580 MHz, 12001 MHz
2026/07/04 19:14:56.761, 57, 100 %, 12 %, 2 MiB, 8151 MiB, 38.57 W, [N/A], 2280 MHz, 12001 MHz
2026/07/04 19:14:57.762, 56, 0 %, 0 %, 2 MiB, 8151 MiB, 10.92 W, [N/A], 2085 MHz, 11001 MHz
2026/07/04 19:14:58.763, 56, 0 %, 0 %, 2 MiB, 8151 MiB, 10.84 W, [N/A], 2085 MHz, 11001 MHz
2026/07/04 19:14:59.763, 55, 0 %, 0 %, 2 MiB, 8151 MiB, 8.96 W, [N/A], 180 MHz, 9001 MHz
2026/07/04 19:15:00.764, 55, 0 %, 0 %, 2 MiB, 8151 MiB, 7.47 W, [N/A], 180 MHz, 9001 MHz
